Language	Concept	IPA	ASJP	SCA
pmd	drink	undʒetor	undZetor	YNTSETUR
pkh	drink	(hor)undʒimatoɭ	horundZimatoL	HURYNTSIMATUL
gcj	drink	(hor)und̪ʒetol	horundZetol	HURYNTSETUL
ggg	drink	(or)ondʒitur,un	orondZitur, un	URUNTSITYR, YN
khu	drink	(or)uttur,un	oruttur, un	URYTYR, YN
bhe	drink	(or)utur,unundʒena	orutur, unundZena	URYTYR, YNYNTSENA
prg	drink	(ol)undʒitol,un	olundZitol, un	ULYNTSITUL, YN
gka	drink	undalatu,undʒieʌa	undalatu, undZieoa	YNTALATY, YNTSI
gse	drink	ut̪uɾ,und̪ana	utur, undana	YTYR, YNTANA
gra	drink	utoɾ,jɛrun	utor, yErun	YTUR, JERYN
gki	drink	jeruntor,un	yeruntor, un	JERYNTUR, YN
gar	drink	undʒimatur,undʒiena	undZimatur, undZiena	YNTSIMATYR, YNTSINA
gam	drink	undʒimatur,undzieta	undZimatur, undzieta	YNTSIMATYR, YNTSITA
gwa	drink	undʒitul,undʒena	undZitul, undZena	YNTSITYL, YNTSENA
gch	drink	-----	-----	-----
gdh	drink	olutul,undʒena	olutul, undZena	ULYTYL, YNTSENA
goa	drink	ut̪ʌn,utinʌ	uton, utino	YTEN, YTINE
met	drink	nineut̪o,untu	nineuto, untu	NINETU, YNTY
bhm	drink	voːɾuʈoːr,un	vorutor, un	BURYTUR, YN
bhs	drink	voːŋdut̪ːoːn,ut̪oːn	voNduton, uton	BUNTYTUN, YTUN
bhb	drink	woɾuʈoɾ,unu	worutor, unu	WURYTUR, YNY
mso	drink	uɽor,un	uror, un	YRUR, YN
mlj	drink	uttuɾ,un	uttur, un	YTYR, YN
mud	drink	uruɾ,un	urur, un	YRYR, YN
rui	what_kind	-----	-----	-----
grp	what_kind	bʌtʌl	botol	PETEL
ght	what_kind	bʌhun	bohun	PEHYN
glb	what_kind	batʌl	batol	PATEL
ktg	what_kind	badʌm	badom	PATEM
dog	what_kind	bʌtʃʌɭeɸɾʌkaltʌŋ	botSoLeprokaltoN	PETSELEBREKALTEN
mdh	what_kind	bʌdamnaŋ	bodamnaN	PETAMNAN
mku	what_kind	bʌdamta	bodamta	PETAMTA
gni	what_kind	bat̪ʌl	batol	PATEL
lxg	what_kind	bʌt̪l	botl	PETL
get	what_kind	bʌdʌram	bodoram	PETERAM
gut	what_kind	bʌt̪iɾd̪ʌ	botirdo	PETIRTE
gja	what_kind	buɖenekarda	budenekarda	PYTENEKARTA
gbh	what_kind	bʰalˑeɡa	bh~alega	PALEKA
mal	what_kind	bedaram	bedaram	PETARAM
mbh	what_kind	bʰesonta	bh~esonta	PESUNTA
mad	what_kind	(idu)batel	idubatel	ITYPATEL
gtd	what_kind	bat̪ol	batol	PATUL
gba	what_kind	bʌdʌr(itine)	bodoritine	PETERITINE
gkt	what_kind	batar(uŋa)	bataruNa	PATARYNA
gok	what_kind	bʌdɛr	bodEr	PETER
psh	what_kind	bahũn	bahun	PAHYN
pmd	what_kind	-----	-----	-----
pkh	what_kind	bahũn	bahun	PAHYN
gcj	what_kind	bʌtal(munda)	botalmunda	PETALMYNTA
ggg	what_kind	bətipərkar	b3tip3rkar	PETIPERKAR
khu	what_kind	batur,bahun	batur, bahun	PATYR, PAHYN
bhe	what_kind	batəl,bətiprəkar	bat3l, b3tipr3kar	PATEL, PETIPREKAR
prg	what_kind	bataŋ	bataN	PATAN
gka	what_kind	batal̆	batal	PATAL
gse	what_kind	bohʌn	bohon	PUHEN
gra	what_kind	bʌhan	bohan	PEHAN
gki	what_kind	bat̪aŋ	bataN	PATAN
gar	what_kind	bətisartʰi	b3tisarth~i	PETISARTI
gam	what_kind	bətisartʰi	b3tisarth~i	PETISARTI
gwa	what_kind	bətsorəŋa	b3tsor3Na	PETSURENA
gch	what_kind	boɖaandul	bodaandul	PUTANTYL
gdh	what_kind	bətidʒatɪlo	b3tidZatilo	PETITSATILU
goa	what_kind	bʰʌhʌm	bh~ohom	PEHEM
met	what_kind	bʰʌd̪ɾʌm	bh~odrom	PETREM
bhm	what_kind	bed̪	bed	PET
bhs	what_kind	balat̪a	balata	PALATA
bhb	what_kind	bile	bile	PILE
mso	what_kind	-----	-----	-----
mlj	what_kind	bʌd̪ɾan	bodran	PETRAN
mud	what_kind	bʌd̪am	bodam	PETAM
rui	banana	keɽe	kere	KERE
grp	banana	kere	kere	KERE
ght	banana	kereŋ	kereN	KEREN
glb	banana	keia	keia	KE
ktg	banana	kera	kera	KERA
dog	banana	keɾi	keri	KERI
mdh	banana	keli	keli	KELI
mku	banana	keli	keli	KELI
gni	banana	keːra	kera	KERA
lxg	banana	kɛre(pʌnɖi)	kErepondi	KEREPENTI
get	banana	kɛri	kEri	KERI
gut	banana	kɛːɾɛŋɡ	kErENg	KERENK
gja	banana	keri	keri	KERI
gbh	banana	aɾat̪i	arati	ARATI
mal	banana	kəri	k3ri	KERI
mbh	banana	bʰaɡana(kai̯a)	bh~aganakaia	PAKANAKA
mad	banana	keri	keri	KERI
gtd	banana	kela	kela	KELA
gba	banana	kɛri	kEri	KERI
gkt	banana	kelaŋ	kelaN	KELAN
gok	banana	ked̆a	keda	KETA
psh	banana	kera	kera	KERA
pmd	banana	kera	kera	KERA
pkh	banana	kera	kera	KERA
gcj	banana	kela	kela	KELA
ggg	banana	keran	keran	KERAN
khu	banana	kera	kera	KERA
bhe	banana	keley	kelei	KELE
prg	banana	kela	kela	KELA
gka	banana	keɭe	keLe	KELE
gse	banana	kɛdiŋ	kEdiN	KETIN
gra	banana	kɛrei	kErei	KERE
gki	banana	keɾe	kere	KERE
gar	banana	kela	kela	KELA
gam	banana	kere	kere	KERE
gwa	banana	kere	kere	KERE
gch	banana	keɖe	kede	KETE
gdh	banana	kela	kela	KELA
goa	banana	art̪i	arti	ARTI
met	banana	keɽi	keri	KERI
bhm	banana	keːɽa	kera	KERA
bhs	banana	keːɽa	kera	KERA
bhb	banana	keːɾa	kera	KERA
mso	banana	keɽiŋ	keriN	KERIN
mlj	banana	keɾa	kera	KERA
mud	banana	ker̆	ker	KER
rui	younger_brother	t̪əmu	t3mu	TEMY
grp	younger_brother	bhau̯	bhau	PHA
ght	younger_brother	dadal	dadal	TATAL
glb	younger_brother	ba	ba	PA
ktg	younger_brother	tʌmor	tomor	TEMUR
dog	younger_brother	tomuɾ	tomur	TUMYR
mdh	younger_brother	tʌmu	tomu	TEMY
mku	younger_brother	tʌmo	tomo	TEMU
gni	younger_brother	t̪ʌmur	tomur	TEMYR
lxg	younger_brother	t̪ʌmːur	tomur	TEMYR
get	younger_brother	kokuʔ	koku7	KUKYH
gut	younger_brother	tʌmuɾuʔ	tomuru7	TEMYRYH
gja	younger_brother	tʌmo	tomo	TEMU
gbh	younger_brother	t̪amˑal	tamal	TAMAL
mal	younger_brother	tʌmo	tomo	TEMU
mbh	younger_brother	t̪amˑa	tama	TAMA
mad	younger_brother	t̪amo	tamo	TAMU
gtd	younger_brother	-----	-----	-----
gba	younger_brother	t̪amo	tamo	TAMU
gkt	younger_brother	bʰa	bh~a	PA
gok	younger_brother	bai̯	bai	PA
psh	younger_brother	bhai̯a	bhaia	PHA
pmd	younger_brother	bhai̯ya	bhaiia	PHA
pkh	younger_brother	bʰai̯	bh~ai	PA
gcj	younger_brother	bhai̯	bhai	PHA
ggg	younger_brother	bau	bau	PA
khu	younger_brother	bʰau	bh~au	PA
bhe	younger_brother	bʰau	bh~au	PA
prg	younger_brother	bau	bau	PA
gka	younger_brother	t̪amu	tamu	TAMY
gse	younger_brother	t̪omu	tomu	TUMY
gra	younger_brother	t̪amuɭ	tamuL	TAMYL
gki	younger_brother	t̪amuɾ	tamur	TAMYR
gar	younger_brother	tamu	tamu	TAMY
gam	younger_brother	tamu	tamu	TAMY
gwa	younger_brother	d̪ad̪al	dadal	TATAL
gch	younger_brother	dada	dada	TATA
gdh	younger_brother	baiya	baiia	PA
goa	younger_brother	t̪amur	tamur	TAMYR
met	younger_brother	t̪amo	tamo	TAMU
bhm	younger_brother	t̪ʌmuːɾ	tomur	TEMYR
bhs	younger_brother	t̪ʌmuɾ	tomur	TEMYR
bhb	younger_brother	t̪ʌmuɾ	tomur	TEMYR
mso	younger_brother	nona	nona	NUNA
mlj	younger_brother	babu	babu	PAPY
mud	younger_brother	huɽiloɾ	hurilor	HYRILUR
rui	tomato	bʰedre	bh~edre	PETRE
grp	tomato	bhedri	bhedri	PHETRI
ght	tomato	bedrenɡ	bedreng	PETRENK
glb	tomato	bhɛdrai̯ŋɡ	bhEdraiNg	PHETRANK
ktg	tomato	bʌŋɡɛla	boNgEla	PENKELA
dog	tomato	bed̪ɾe	bedre	PETRE
mdh	tomato	bʰedre	bh~edre	PETRE
mku	tomato	bʰedre	bh~edre	PETRE
gni	tomato	ʈamaʈʌr	tamator	TAMATER
lxg	tomato	tʌmatʌ	tomato	TEMATE
get	tomato	bʰedri	bh~edri	PETRI
gut	tomato	babɾɛ	babrE	PAPRE
gja	tomato	bedʰri	bedh~ri	PETRI
gbh	tomato	bʰed̪uɾu	bh~eduru	PETYRY
mal	tomato	bedɛri	bedEri	PETERI
mbh	tomato	bʰet̪ai(pani)	bh~etaipani	PETAPANI
mad	tomato	bedri	bedri	PETRI
gtd	tomato	doki	doki	TUKI
gba	tomato	bɛdəri	bEd3ri	PETERI
gkt	tomato	dʰərli	dh~3rli	TERLI
gok	tomato	tamatar	tamatar	TAMATAR
psh	tomato	tamater	tamater	TAMATER
pmd	tomato	tamatar	tamatar	TAMATAR
pkh	tomato	tamatər	tamat3r	TAMATER
gcj	tomato	tamatar	tamatar	TAMATAR
ggg	tomato	bʰedraŋ	bh~edraN	PETRAN
khu	tomato	bʰedʰra	bh~edh~ra	PETRA
bhe	tomato	pʰedʒəra	ph~edZ3ra	PETSERA
prg	tomato	bedʒəra	bedZ3ra	PETSERA
gka	tomato	bhedre	bhedre	PHETRE
gse	tomato	bɦɛdɾei̯	bhEdrei	PHETRE
gra	tomato	bɛdɾei̯	bEdrei	PETRE
gki	tomato	bɛdreŋ	bEdreN	PETREN
gar	tomato	bʰedrə	bh~edr3	PETRE
gam	tomato	bʰedre	bh~edre	PETRE
gwa	tomato	bedra	bedra	PETRA
gch	tomato	birbəŋɡe	birb3Nge	PIRPENKE
gdh	tomato	ɖorli	dorli	TURLI
goa	tomato	bɛdɾi	bEdri	PETRI
met	tomato	bɛdɾi	bEdri	PETRI
bhm	tomato	-----	-----	-----
bhs	tomato	vʌŋɡʌ	voNgo	BENKE
bhb	tomato	vʌŋɡa	voNga	BENKA
mso	tomato	bʌŋɡula	boNgula	PENKYLA
mlj	tomato	bʌŋɡula	boNgula	PENKYLA
mud	tomato	bonɡela	bongela	PUNKELA
rui	ash	nir	nir	NIR
grp	ash	nir	nir	NIR
ght	ash	nir	nir	NIR
glb	ash	niɭ	niL	NIL
ktg	ash	niɭ	niL	NIL
dog	ash	nir	nir	NIR
mdh	ash	nil	nil	NIL
mku	ash	niɭ	niL	NIL
gni	ash	niːru	niru	NIRY
lxg	ash	nɪːru	niru	NIRY
get	ash	nil	nil	NIL
gut	ash	niːɾu	niru	NIRY
gja	ash	nir	nir	NIR
gbh	ash	bʰud̪i	bh~udi	PYTI
mal	ash	nɛɣu	nExu	NEGY
mbh	ash	bɦudt̪e	bhudte	PHYTTE
mad	ash	eɣʊ	exu	EGY
gtd	ash	niðə	ni83	NIDE
gba	ash	nir	nir	NIR
gkt	ash	nil	nil	NIL
gok	ash	nil	nil	NIL
psh	ash	nir	nir	NIR
pmd	ash	nil	nil	NIL
pkh	ash	nir	nir	NIR
gcj	ash	nir	nir	NIR
ggg	ash	nir	nir	NIR
khu	ash	nir	nir	NIR
bhe	ash	nir	nir	NIR
prg	ash	nir	nir	NIR
gka	ash	nir	nir	NIR
gse	ash	nir	nir	NIR
gra	ash	nir	nir	NIR
gki	ash	nir	nir	NIR
gar	ash	nir	nir	NIR
gam	ash	nir	nir	NIR
gwa	ash	nir	nir	NIR
gch	ash	nir	nir	NIR
gdh	ash	nir	nir	NIR
goa	ash	bud̪i,niɾu	budi, niru	PYTI, NIRY
met	ash	neahu	neahu	NEHY
bhm	ash	niːɾ	nir	NIR
bhs	ash	kosoj	kosoy	KUSUJ
bhb	ash	niːɾ	nir	NIR
mso	ash	nii̯h	niih	NIH
mlj	ash	niːɾ	nir	NIR
mud	ash	niɾ	nir	NIR
rui	one_hundred	ʃəmbər	S3mb3r	SEMPER
grp	one_hundred	nur	nur	NYR
ght	one_hundred	nur	nur	NYR
glb	one_hundred	nur	nur	NYR
ktg	one_hundred	nura	nura	NYRA
dog	one_hundred	ʃʌmbʌɾi	Sombori	SEMPERI
mdh	one_hundred	nur	nur	NYR
mku	one_hundred	nur	nur	NYR
gni	one_hundred	nuru	nuru	NYRY
lxg	one_hundred	nuːru	nuru	NYRY
get	one_hundred	nur	nur	NYR
gut	one_hundred	nuːɾu	nuru	NYRY
gja	one_hundred	nur	nur	NYR
gbh	one_hundred	noˑɾu	noru	NURY
mal	one_hundred	nuru	nuru	NYRY
mbh	one_hundred	nuɾu	nuru	NYRY
mad	one_hundred	nuru	nuru	NYRY
gtd	one_hundred	sɛnkəra	sEnk3ra	SENKERA
gba	one_hundred	nur	nur	NYR
gkt	one_hundred	undiso	undiso	YNTISU
gok	one_hundred	so	so	SU
psh	one_hundred	und̆iso	undiso	YNTISU
pmd	one_hundred	uriso	uriso	YRISU
pkh	one_hundred	undiso	undiso	YNTISU
gcj	one_hundred	undiso	undiso	YNTISU
ggg	one_hundred	undiso	undiso	YNTISU
khu	one_hundred	sou	sou	SU
bhe	one_hundred	undiso	undiso	YNTISU
prg	one_hundred	nur	nur	NYR
gka	one_hundred	(unɖi)nur	undinur	YNTINYR
gse	one_hundred	(unɖi)nuɭ	undinuL	YNTINYL
gra	one_hundred	nuɽ	nur	NYR
gki	one_hundred	tʃʌmbɾe	tSombre	TSEMPRE
gar	one_hundred	nur	nur	NYR
gam	one_hundred	nur	nur	NYR
gwa	one_hundred	(undi)nur	undinur	YNTINYR
gch	one_hundred	sol	sol	SUL
gdh	one_hundred	sou̯	sou	SU
goa	one_hundred	nuːɾu	nuru	NYRY
met	one_hundred	nuru	nuru	NYRY
bhm	one_hundred	ejiŋkoːɽi	eyiNkori	EJINKURI
bhs	one_hundred	ejŋkoɖi	eyNkodi	EJNKUTI
bhb	one_hundred	sau	sau	SA
mso	one_hundred	hʌi̯ŋkoʈi	hoiNkoti	HENKUTI
mlj	one_hundred	ũɖiso	udiso	YTISU
mud	one_hundred	und̪so	undso	YNTSU
rui	sun	pʰorid	ph~orid	PURIT
grp	sun	suria	suria	SYRI
ght	sun	suriɛl	suriEl	SYRIL
glb	sun	suriel	suriel	SYRIL
ktg	sun	bɛr	bEr	PER
dog	sun	ɸhoɾ	phor	BHUR
mdh	sun	pord	pord	PURT
mku	sun	pord	pord	PURT
gni	sun	poɛd̪u	poEdu	PUTY
lxg	sun	poɖd̪ə	podd3	PUTTE
get	sun	pordu	pordu	PURTY
gut	sun	suɾiə	suri3	SYRI
gja	sun	pord	pord	PURT
gbh	sun	podud̪u	podudu	PUTYTY
mal	sun	pordu	pordu	PURTY
mbh	sun	poɖud̪u	podudu	PUTYTY
mad	sun	-----	-----	-----
gtd	sun	surudʒi	surudZi	SYRYTSI
gba	sun	pʰordu	ph~ordu	PURTY
gkt	sun	din	din	TIN
gok	sun	pord	pord	PURT
psh	sun	din	din	TIN
pmd	sun	din	din	TIN
pkh	sun	din	din	TIN
gcj	sun	din	din	TIN
ggg	sun	din	din	TIN
khu	sun	din	din	TIN
bhe	sun	din	din	TIN
prg	sun	din	din	TIN
gka	sun	suradʒ	suradZ	SYRATS
gse	sun	suɾlɾ	surlr	SYRLR
gra	sun	poɾd̪	pord	PURT
gki	sun	ɸʰoɾd̪	ph~ord	BURT
gar	sun	surlal	surlal	SYRLAL
gam	sun	surial	surial	SYRIL
gwa	sun	suria	suria	SYRI
gch	sun	din	din	TIN
gdh	sun	din	din	TIN
goa	sun	ɸord̪u	pordu	BURTY
met	sun	phord̪u	phordu	PHURTY
bhm	sun	poɾd̪	pord	PURT
bhs	sun	poɽd̪	pord	PURT
bhb	sun	poɽd̪u	pordu	PURTY
mso	sun	boɽd̪	bord	PURT
mlj	sun	poɽd̪	pord	PURT
mud	sun	beɾa	bera	PERA
rui	knife	suri	suri	SYRI
grp	knife	rapi	rapi	RAPI
ght	knife	tsʌku	tsoku	TSEKY
glb	knife	tsʌku	tsoku	TSEKY
ktg	knife	tsuti	tsuti	TSYTI
dog	knife	suri	suri	SYRI
mdh	knife	kasɛr	kasEr	KASER
mku	knife	kesɛr	kesEr	KESER
gni	knife	ruːʃi	ruSi	RYSI
lxg	knife	ruːsi	rusi	RYSI
get	knife	kʌsɛr	kosEr	KESER
gut	knife	ɾuːs̪iʔ	rusi7	RYSIH
gja	knife	kʌser	koser	KESER
gbh	knife	kaseɾ	kaser	KASER
mal	knife	kʌsʌr	kosor	KESER
mbh	knife	kasaɾ	kasar	KASAR
mad	knife	kasaɾ	kasar	KASAR
gtd	knife	kʰəsero	kh~3sero	KESERU
gba	knife	kʌser	koser	KESER
gkt	knife	tsaku	tsaku	TSAKY
gok	knife	kʌsɛr	kosEr	KESER
psh	knife	tsuri	tsuri	TSYRI
pmd	knife	tsuri	tsuri	TSYRI
pkh	knife	tsuri	tsuri	TSYRI
gcj	knife	tsuli	tsuli	TSYLI
ggg	knife	tsəku	ts3ku	TSEKY
khu	knife	tsəku	ts3ku	TSEKY
bhe	knife	tsaku	tsaku	TSAKY
prg	knife	tsaku	tsaku	TSAKY
gka	knife	tsaku	tsaku	TSAKY
gse	knife	tʃaku,suɾi	tSaku, suri	TSAKY, SYRI
gra	knife	rusi	rusi	RYSI
gki	knife	suɾ,ɾosi	sur, rosi	SYR, RUSI
gar	knife	suri	suri	SYRI
gam	knife	suri	suri	SYRI
gwa	knife	tsuri	tsuri	TSYRI
gch	knife	tsuri	tsuri	TSYRI
gdh	knife	tsuri,tsəko	tsuri, ts3ko	TSYRI, TSEKU
goa	knife	kʌsɛr	kosEr	KESER
met	knife	kʰesejo	kh~eseyo	KESEJU
bhm	knife	kesːeːɾ	keser	KESER
bhs	knife	keseːɾ	keser	KESER
bhb	knife	kʌseːɾ	koser	KESER
mso	knife	kʌsa	kosa	KESA
mlj	knife	kʌseɾ	koser	KESER
mud	knife	kʌseɾ	koser	KESER
rui	twenty	βis	bis	BIS
grp	twenty	bis	bis	PIS
ght	twenty	rundusa,bis	rundusa, bis	RYNTYSA, PIS
glb	twenty	bis	bis	PIS
ktg	twenty	visa	visa	BISA
dog	twenty	βis	bis	BIS
mdh	twenty	vis	vis	BIS
mku	twenty	βisa	bisa	BISA
gni	twenty	βisa	bisa	BISA
lxg	twenty	wiːsʌ	wiso	WISE
get	twenty	ɪdave	idave	ITABE
gut	twenty	βiːsʌ̯	biso	BISE
gja	twenty	uis	uis	YS
gbh	twenty	iruwai	iruwai	IRYWA
mal	twenty	visa	visa	BISA
mbh	twenty	iɾuwai	iruwai	IRYWA
mad	twenty	visa	visa	BISA
gtd	twenty	visa	visa	BISA
gba	twenty	visa	visa	BISA
gkt	twenty	bisa	bisa	PISA
gok	twenty	kʌrdi	kordi	KERTI
psh	twenty	bis	bis	PIS
pmd	twenty	bis	bis	PIS
pkh	twenty	bis	bis	PIS
gcj	twenty	visa	visa	BISA
ggg	twenty	bisa	bisa	PISA
khu	twenty	βisa	bisa	BISA
bhe	twenty	bis	bis	PIS
prg	twenty	bis	bis	PIS
gka	twenty	βis	bis	BIS
gse	twenty	vis	vis	BIS
gra	twenty	ʋis	wis	WIS
gki	twenty	βis	bis	BIS
gar	twenty	βisa	bisa	BISA
gam	twenty	visa	visa	BISA
gwa	twenty	βisa	bisa	BISA
gch	twenty	βisa	bisa	BISA
gdh	twenty	βisa	bisa	BISA
goa	twenty	irʃei̯	irSei	IRSE
met	twenty	ʋisa	wisa	WISA
bhm	twenty	koːɽi	kori	KURI
bhs	twenty	koɖe	kode	KUTE
bhb	twenty	koɖe	kode	KUTE
mso	twenty	bis	bis	PIS
mlj	twenty	ũɖikoɽi	udikori	YTIKURI
mud	twenty	uʌd̪koʈi	uodkoti	YTKUTI
rui	woman	ylo	ilo	YLU
grp	woman	mai̯dʒʌl	maidZol	MATSEL
ght	woman	bai	bai	PA
glb	woman	bai̯	bai	PA
ktg	woman	ask	ask	ASK
dog	woman	vailo	vailo	BALU
mdh	woman	ar	ar	AR
mku	woman	ar	ar	AR
gni	woman	βeːlɨ̯	bel3	BELI
lxg	woman	wɛi̯lo	wEilo	WELU
get	woman	muto	muto	MYTU
gut	woman	vɛloʔ	vElo7	BELUH
gja	woman	mutar	mutar	MYTAR
gbh	woman	murt̪adaʔ	murtada7	MYRTATAH
mal	woman	andʒodi	andZodi	ANTSUTI
mbh	woman	antʃadi	antSadi	ANTSATI
mad	woman	asku	asku	ASKY
gtd	woman	tul̆i,mai̯	tuli, mai	TYLI, MA
gba	woman	murtad	murtad	MYRTAT
gkt	woman	mai̯	mai	MA
gok	woman	as	as	AS
psh	woman	pɛrɡi	pErgi	PERKI
pmd	woman	piɽɡi	pirgi	PIRKI
pkh	woman	pɛrɡi	pErgi	PERKI
gcj	woman	pɛrɡi	pErgi	PERKI
ggg	woman	maidʒu	maidZu	MATSY
khu	woman	maidʒu	maidZu	MATSY
bhe	woman	maidʒu	maidZu	MATSY
prg	woman	mai	mai	MA
gka	woman	mai	mai	MA
gse	woman	bai	bai	PA
gra	woman	βɛlo	bElo	BELU
gki	woman	wailo	wailo	WALU
gar	woman	bai	bai	PA
gam	woman	bai	bai	PA
gwa	woman	mai	mai	MA
gch	woman	mai	mai	MA
gdh	woman	mai	mai	MA
goa	woman	muɾtəɾ	murt3r	MYRTER
met	woman	ʌntʃʌɾ	ontSor	ENTSER
bhm	woman	mut̪e	mute	MYTE
bhs	woman	mut̪e	mute	MYTE
bhb	woman	mut̪e	mute	MYTE
mso	woman	aɽ	ar	AR
mlj	woman	-----	-----	-----
mud	woman	aɽ	ar	AR
rui	tomorrow	naɖi	nadi	NATI
grp	tomorrow	nari	nari	NARI
ght	tomorrow	nari	nari	NARI
glb	tomorrow	nari	nari	NARI
ktg	tomorrow	nara	nara	NARA
dog	tomorrow	naɖi	nadi	NATI
mdh	tomorrow	nara	nara	NARA
mku	tomorrow	nari	nari	NARI
gni	tomorrow	naːɖi	nadi	NATI
lxg	tomorrow	naːɖi	nadi	NATI
get	tomorrow	nari	nari	NARI
gut	tomorrow	naːɖi	nadi	NATI
gja	tomorrow	naɖi	nadi	NATI
gbh	tomorrow	nadi	nadi	NATI
mal	tomorrow	nari	nari	NARI
mbh	tomorrow	nadi	nadi	NATI
mad	tomorrow	naɖi	nadi	NATI
gtd	tomorrow	nari	nari	NARI
gba	tomorrow	naɖi	nadi	NATI
gkt	tomorrow	nali	nali	NALI
gok	tomorrow	nari	nari	NARI
psh	tomorrow	narkãi̯	narkai	NARKA
pmd	tomorrow	narkai	narkai	NARKA
pkh	tomorrow	narkai	narkai	NARKA
gcj	tomorrow	nari	nari	NARI
ggg	tomorrow	səkale(dale)	s3kaledale	SEKALETALE
khu	tomorrow	sakuɭey	sakuLei	SAKYLE
bhe	tomorrow	səkare	s3kare	SEKARE
prg	tomorrow	nadi	nadi	NATI
gka	tomorrow	na(r)ɖi	nardi	NARTI
gse	tomorrow	naɖi(hʌnka)	nadihonka	NATIHENKA
gra	tomorrow	naɾɖi	nardi	NARTI
gki	tomorrow	naɖi	nadi	NATI
gar	tomorrow	naɖi	nadi	NATI
gam	tomorrow	naɖi	nadi	NATI
gwa	tomorrow	naɖi	nadi	NATI
gch	tomorrow	naɖi	nadi	NATI
gdh	tomorrow	naɖi	nadi	NATI
goa	tomorrow	naːɖi	nadi	NATI
met	tomorrow	naɖi	nadi	NATI
bhm	tomorrow	naɽ	nar	NAR
bhs	tomorrow	naɽ	nar	NAR
bhb	tomorrow	naɽ	nar	NAR
mso	tomorrow	naɽ	nar	NAR
mlj	tomorrow	naɽi	nari	NARI
mud	tomorrow	nal	nal	NAL
rui	eight	at	at	AT
grp	eight	at	at	AT
ght	eight	armʌr,at	armor, at	ARMER, AT
glb	eight	at	at	AT
ktg	eight	at	at	AT
dog	eight	aʈh	ath	ATH
mdh	eight	at	at	AT
mku	eight	at	at	AT
gni	eight	aːʈu̯	atu	ATY
lxg	eight	aʈu	atu	ATY
get	eight	ɛnʌdʌmi	Enodomi	ENETEMI
gut	eight	aːʈ	at	AT
gja	eight	atʰ	ath~	AT
gbh	eight	enimid̪i	enimidi	ENIMITI
mal	eight	atʰ	ath~	AT
mbh	eight	enimid̪i	enimidi	ENIMITI
mad	eight	aʈʰ	ath~	AT
gtd	eight	ate	ate	ATE
gba	eight	atʰ	ath~	AT
gkt	eight	aʈʰ	ath~	AT
gok	eight	ath	ath	ATH
psh	eight	at	at	AT
pmd	eight	at	at	AT
pkh	eight	at	at	AT
gcj	eight	at	at	AT
ggg	eight	atʰ	ath~	AT
khu	eight	atʰ	ath~	AT
bhe	eight	at	at	AT
prg	eight	atʰ	ath~	AT
gka	eight	aʈʰ	ath~	AT
gse	eight	aʈʰ	ath~	AT
gra	eight	aʈʰ	ath~	AT
gki	eight	aʈʰ	ath~	AT
gar	eight	at	at	AT
gam	eight	aʈʰ	ath~	AT
gwa	eight	aɖmul	admul	ATMYL
gch	eight	armul	armul	ARMYL
gdh	eight	at	at	AT
goa	eight	ɪnmid̪	inmid	INMIT
met	eight	aʈhu	athu	ATHY
bhm	eight	aʈ	at	AT
bhs	eight	aːʈ	at	AT
bhb	eight	aːʈ	at	AT
mso	eight	aʈ	at	AT
mlj	eight	at̪h	ath	ATH
mud	eight	aʈh	ath	ATH
rui	twelve	bara	bara	PARA
grp	twelve	bara	bara	PARA
ght	twelve	pʌdund,bara	podund, bara	PETYNT, PARA
glb	twelve	bara	bara	PARA
ktg	twelve	ʌkra	okra	EKRA
dog	twelve	baɾa	bara	PARA
mdh	twelve	bara	bara	PARA
mku	twelve	ʌkra	okra	EKRA
gni	twelve	bara	bara	PARA
lxg	twelve	barʌ	baro	PARE
get	twelve	pʌnindo	ponindo	PENINTU
gut	twelve	baːɾa	bara	PARA
gja	twelve	bara	bara	PARA
gbh	twelve	panˑendu	panendu	PANENTY
mal	twelve	bara	bara	PARA
mbh	twelve	panedu	panedu	PANETY
mad	twelve	bara	bara	PARA
gtd	twelve	bara	bara	PARA
gba	twelve	bara	bara	PARA
gkt	twelve	bara	bara	PARA
gok	twelve	bara	bara	PARA
psh	twelve	bara	bara	PARA
pmd	twelve	bara	bara	PARA
pkh	twelve	bara	bara	PARA
gcj	twelve	baru	baru	PARY
ggg	twelve	bara	bara	PARA
khu	twelve	bara	bara	PARA
bhe	twelve	bara	bara	PARA
prg	twelve	bara	bara	PARA
gka	twelve	bara	bara	PARA
gse	twelve	baɾa	bara	PARA
gra	twelve	baɾɛ	barE	PARE
gki	twelve	baɾa	bara	PARA
gar	twelve	bara	bara	PARA
gam	twelve	bara	bara	PARA
gwa	twelve	bara	bara	PARA
gch	twelve	bara	bara	PARA
gdh	twelve	bara	bara	PARA
goa	twelve	panːendu	panendu	PANENTY
met	twelve	bara	bara	PARA
bhm	twelve	bara	bara	PARA
bhs	twelve	baɾa	bara	PARA
bhb	twelve	baɾa	bara	PARA
mso	twelve	baɾa	bara	PARA
mlj	twelve	baɾa	bara	PARA
mud	twelve	baɾa	bara	PARA
rui	eye	kəɾk	k3rk	KERK
grp	eye	kankʰ	kankh~	KANK
ght	eye	kʌlk	kolk	KELK
glb	eye	kulk	kulk	KYLK
ktg	eye	konda	konda	KUNTA
dog	eye	kəɾk	k3rk	KERK
